MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,SaleType,SaleCondition,SalePrice,area_cluster,TotalSF,area_rooms
90,2,82.0,6270,1,3,1,0,4,0,6,2,2,2,5,5,6,1949,1950,1,0,8,8,2,0.0,3,4,1,3,3,3,1,284,5,0,717,1001,1,4,0,0,1001,1001,0,2002,0,2,0,4,2,3,8,5,0,5,0,1949.0,2,3,871,4,4,2,0,0,0,0,0,0,4,8,8,4,145000,4,3003,45045
160,1,30.0,3000,1,3,3,0,4,0,21,2,2,4,5,6,5,2009,2009,1,0,12,13,3,76.0,2,4,2,2,3,0,2,294,5,0,318,612,1,0,1,4,612,612,0,1224,0,2,1,2,1,2,4,5,0,5,5,2009.0,1,2,528,4,4,2,0,234,0,0,0,0,4,6,6,5,173733,3,1836,23868
160,4,21.0,2001,1,3,3,0,4,0,10,2,2,3,5,4,5,1970,1970,1,0,5,5,1,80.0,3,4,1,3,3,3,5,0,5,0,546,546,1,1,1,4,546,546,0,1092,0,1,1,3,1,3,6,5,0,5,1,1970.0,2,1,286,4,4,2,0,0,0,0,0,0,4,1,8,4,75000,3,1638,19656
20,0,50.0,9000,1,3,3,0,4,0,9,2,2,0,2,2,3,1949,1950,1,0,0,0,2,0.0,3,4,1,3,3,0,1,50,5,0,430,480,1,4,0,0,480,0,0,480,1,0,0,1,1,3,4,5,0,5,5,1958.0,2,1,308,4,4,2,0,0,0,0,0,0,4,10,8,0,35311,1,960,5760
20,3,67.96128423040604,17140,1,3,3,0,4,0,7,2,2,0,2,4,6,1956,1956,1,0,12,13,2,0.0,3,4,1,3,3,3,0,1059,5,0,75,1134,1,0,1,0,1229,0,0,1229,0,1,0,3,1,3,6,5,0,5,1,1956.0,1,1,284,4,4,2,0,0,0,0,0,0,4,4,8,4,135000,3,2363,25993
60,3,103.0,13125,1,0,3,0,0,0,20,2,2,0,5,7,5,1991,1991,1,0,6,6,2,0.0,2,4,2,0,3,2,1,48,2,634,422,1104,1,0,1,4,912,1215,0,2127,1,2,1,4,1,2,8,5,1,4,1,1991.0,1,3,833,4,4,2,72,192,224,0,0,0,0,11,8,4,238000,2,3231,58158
20,3,87.0,11029,1,0,3,0,0,0,12,2,2,0,2,6,8,1958,2002,3,0,8,8,2,0.0,0,4,1,2,3,3,0,528,1,411,245,1184,1,0,1,4,1414,0,0,1414,1,1,0,3,1,3,6,2,1,4,1,1990.0,2,2,601,4,4,2,0,51,0,0,190,0,4,5,8,4,176500,0,2598,33774
60,3,70.0,8462,1,0,3,0,4,0,20,2,2,0,5,6,5,1994,1994,1,0,6,6,1,105.0,2,2,2,2,1,3,2,814,5,0,114,928,1,0,1,4,936,785,0,1721,0,2,1,3,1,2,7,5,0,5,1,1994.0,1,2,471,4,4,2,300,87,0,0,0,0,4,7,8,4,201000,4,2649,42384
90,3,67.0,8777,1,3,3,0,4,0,7,1,2,2,0,5,7,1900,2003,1,0,8,8,2,0.0,3,4,1,3,3,3,0,1084,5,0,188,1272,1,2,1,4,1272,928,0,2200,2,2,2,4,2,3,9,5,0,5,6,1977.3601659751037,3,0,0,5,5,0,0,70,0,0,0,0,0,9,8,4,145900,2,3472,62496
20,3,65.0,10237,1,3,3,0,4,0,8,6,2,0,2,6,5,2005,2006,1,0,12,13,2,0.0,2,4,2,2,3,3,2,28,5,0,1288,1316,1,0,1,4,1316,0,0,1316,0,2,0,3,1,2,6,5,1,2,1,2005.0,0,2,397,4,4,2,100,0,0,23,0,0,4,10,6,5,169990,0,2632,36848
20,3,67.96128423040604,15611,1,0,3,0,0,0,14,2,2,0,2,5,6,1977,1977,1,0,12,13,2,0.0,3,4,2,2,3,0,0,767,3,93,266,1126,1,4,1,4,1126,0,0,1126,0,2,0,3,1,0,6,5,0,5,1,1977.0,1,2,540,4,4,2,180,0,0,0,0,0,4,3,8,0,175000,3,2252,29276
60,3,93.0,11999,1,3,3,0,4,0,16,2,2,0,5,8,5,2003,2004,3,0,12,13,1,340.0,2,4,2,2,3,3,5,0,5,0,1181,1181,1,0,1,4,1234,1140,0,2374,0,2,1,4,1,0,10,5,1,2,3,2003.0,0,3,656,4,4,2,104,100,0,0,0,0,4,5,8,4,285000,2,3555,74655
60,3,67.96128423040604,9900,1,3,3,0,4,0,14,1,2,0,5,7,5,1968,1968,1,0,8,8,1,342.0,3,4,1,3,3,3,1,552,5,0,280,832,1,2,1,4,1098,880,0,1978,0,2,1,4,1,3,9,5,1,2,1,1968.0,1,2,486,4,4,2,0,43,0,0,0,0,0,4,8,4,176000,4,2810,53390
20,3,67.96128423040604,11838,1,3,3,0,4,0,5,2,2,0,2,8,5,2001,2001,3,0,12,13,2,0.0,2,4,2,2,3,0,5,0,5,0,1753,1753,1,0,1,4,1788,0,0,1788,0,2,0,3,1,0,7,5,1,4,1,2001.0,1,2,522,4,4,2,202,151,0,0,0,0,4,6,8,4,236500,4,3541,60197
60,3,67.96128423040604,13006,1,0,3,0,0,0,8,2,2,0,5,7,5,1997,1997,1,0,6,6,1,285.0,3,4,2,2,3,3,5,0,5,0,964,964,1,2,1,4,993,1243,0,2236,0,2,1,4,1,2,8,5,1,4,3,1997.0,0,2,642,4,4,2,0,0,0,0,0,0,4,11,8,4,222000,2,3200,57600
20,3,73.0,8925,1,0,1,0,4,0,23,2,2,0,2,8,5,2007,2007,1,0,12,13,2,0.0,2,4,2,2,3,0,2,16,5,0,1450,1466,1,0,1,4,1466,0,0,1466,0,2,0,3,1,2,7,5,0,5,1,2007.0,0,3,610,4,4,2,100,18,0,0,0,0,4,7,8,4,201000,0,2932,49844
20,3,70.0,9100,1,3,3,0,4,0,12,2,2,0,2,5,6,1965,1965,1,0,12,13,2,0.0,3,4,1,3,3,3,1,338,4,466,121,925,1,0,1,4,925,0,0,925,0,1,0,2,1,3,5,5,0,5,5,1965.0,2,1,429,4,4,2,0,0,0,0,0,0,1,7,8,4,117500,1,1850,20350
20,3,63.0,8487,1,3,3,0,2,0,5,2,2,0,2,7,5,2004,2004,1,0,12,13,1,210.0,2,4,2,2,3,0,2,20,5,0,1480,1500,1,0,1,4,1500,0,0,1500,0,2,0,3,1,2,6,5,0,5,1,2004.0,1,2,570,4,4,2,192,36,0,0,0,0,4,8,8,4,190000,0,3000,45000
30,3,52.0,5825,1,0,3,0,4,0,3,2,2,0,2,4,5,1926,1953,1,0,8,8,1,108.0,3,2,2,1,3,2,5,0,5,0,600,600,1,2,1,4,747,0,0,747,0,1,0,1,1,3,5,5,0,5,5,1953.0,2,2,528,4,4,2,0,0,32,0,0,0,4,6,8,4,79900,1,1347,13470
60,3,75.0,9675,1,3,3,0,4,0,21,2,2,0,5,7,5,2005,2005,1,0,12,13,2,0.0,2,4,2,2,3,2,2,341,5,0,772,1113,1,0,1,4,1113,858,0,1971,0,2,1,3,1,2,8,5,1,2,1,2005.0,1,2,689,4,4,2,0,48,0,0,0,0,4,2,8,4,253000,4,3084,55512
60,3,73.0,8760,1,3,3,0,4,0,5,2,2,0,5,7,5,2006,2006,1,0,12,13,2,0.0,2,4,2,2,1,2,2,464,5,0,927,1391,1,0,1,4,1391,571,0,1962,0,2,1,3,1,2,7,5,0,5,1,2006.0,1,3,868,4,4,2,0,90,0,0,0,0,4,8,6,5,239799,4,3353,57001
70,3,67.96128423040604,24090,1,3,3,0,4,0,4,2,2,0,5,7,7,1940,1950,1,0,8,8,2,0.0,3,2,1,3,3,2,5,0,5,0,1032,1032,1,0,1,4,1207,1196,0,2403,0,2,0,4,1,3,10,5,2,4,1,1940.0,2,1,349,4,4,2,56,0,318,0,0,0,4,6,0,4,244400,2,3435,65265
90,3,55.0,12640,1,0,3,0,4,0,11,2,2,2,2,6,5,1976,1976,1,0,9,10,2,0.0,3,4,1,3,3,1,4,936,3,396,396,1728,1,4,1,4,1728,0,0,1728,0,2,0,4,2,3,8,5,0,5,1,1976.0,2,2,574,4,4,2,40,0,0,0,0,0,4,7,8,4,150900,4,3456,55296
60,3,67.96128423040604,8755,1,0,3,0,2,0,8,8,2,0,5,7,5,1999,1999,1,0,12,13,1,298.0,2,4,2,2,3,3,0,772,5,0,220,992,1,0,1,4,1022,1038,0,2060,1,2,1,3,1,2,8,5,1,4,3,1999.0,1,2,390,4,4,2,0,0,0,168,0,0,0,6,8,4,214000,2,3052,54936
90,3,42.0,7711,1,0,3,0,4,0,7,2,2,2,2,4,3,1977,1977,1,0,8,8,2,0.0,3,4,2,2,3,1,2,1440,5,0,0,1440,1,4,1,4,1440,0,0,1440,2,2,0,4,2,3,8,5,0,5,6,1977.3601659751037,3,0,0,5,5,0,321,0,0,0,0,0,4,8,7,0,150000,0,2880,40320
90,3,100.0,25000,1,3,2,0,4,0,11,2,2,2,2,5,4,1967,1967,1,0,6,10,2,0.0,3,4,1,3,3,0,5,0,5,0,1632,1632,1,4,1,4,1632,0,0,1632,0,2,0,4,2,3,8,5,0,5,1,1967.0,2,2,576,4,4,1,0,0,0,0,0,0,4,6,8,4,143000,4,3264,48960
20,3,67.96128423040604,14375,1,0,3,1,1,0,23,2,2,0,7,6,6,1958,1958,1,0,6,6,1,541.0,3,4,1,3,3,3,2,111,4,354,354,819,1,2,1,0,1344,0,0,1344,0,1,0,3,1,2,7,5,1,2,2,1958.0,1,2,525,4,4,2,0,118,0,0,233,0,4,1,0,0,137500,0,2163,30282
50,4,98.0,8820,1,3,3,0,0,0,17,2,2,0,0,5,6,1890,1996,3,0,12,13,2,0.0,3,4,0,3,3,3,3,1088,5,0,0,1088,1,4,1,4,1188,561,120,1869,0,1,0,2,1,3,7,5,0,5,5,1963.0,2,2,456,4,4,2,48,0,244,0,0,0,3,9,8,4,124900,4,2837,36881
80,3,70.0,8163,1,3,3,0,4,0,12,2,2,0,7,5,6,1959,1959,1,0,6,6,1,128.0,3,2,1,3,3,0,0,748,1,294,102,1144,1,4,1,4,1144,0,0,1144,1,1,0,3,1,3,6,5,1,4,1,1959.0,1,1,796,4,4,2,86,0,0,0,0,0,4,3,8,4,143000,3,2288,27456
20,3,85.0,14536,1,3,3,0,4,0,23,2,2,0,2,8,5,2002,2003,3,0,12,13,1,236.0,2,4,2,2,3,0,2,1300,5,0,316,1616,1,0,1,4,1629,0,0,1629,1,2,0,3,1,2,9,5,1,2,1,2002.0,0,3,808,4,4,2,0,252,0,0,0,0,4,11,8,4,270000,4,3245,61655
60,3,65.0,14006,1,0,3,0,4,0,5,2,2,0,5,7,5,2002,2002,1,0,12,13,1,144.0,2,4,2,2,3,4,5,0,5,0,936,936,1,0,1,4,936,840,0,1776,0,2,1,3,1,2,7,5,1,4,1,2002.0,1,2,474,4,4,2,144,96,0,0,0,0,4,2,8,4,192500,4,2712,46104
20,3,78.0,9360,1,3,3,0,4,0,14,2,2,0,2,6,7,1972,2006,3,0,9,10,2,0.0,3,4,1,3,3,3,0,982,5,0,179,1161,1,4,1,4,1381,0,0,1381,1,1,1,3,1,2,5,5,1,4,1,1972.0,1,2,676,4,4,2,0,0,0,0,0,0,4,3,8,4,197500,0,2542,33046
20,3,60.0,7200,1,3,3,0,4,0,12,2,2,0,2,5,8,1950,2002,1,0,12,13,2,0.0,3,4,1,3,3,3,0,398,1,149,317,864,1,2,1,4,864,0,0,864,1,1,0,3,1,2,5,5,0,5,5,1980.0,1,2,720,4,4,2,194,0,0,0,0,0,4,7,8,4,129000,1,1728,19008
20,2,60.0,7800,1,3,3,0,0,0,20,2,2,0,2,5,5,1965,1965,1,0,12,13,2,0.0,3,4,1,3,3,3,1,641,5,0,187,828,1,2,1,4,965,0,0,965,1,1,0,3,1,3,6,5,0,5,5,1979.0,2,1,300,4,4,2,421,0,0,0,0,0,2,7,8,0,119900,1,1793,21516
85,3,60.0,7200,1,3,3,0,4,0,5,2,2,0,6,5,8,1972,2003,1,0,14,6,2,0.0,3,2,1,2,3,0,2,660,5,0,108,768,1,2,1,4,768,0,0,768,0,1,0,2,1,3,5,5,0,5,5,1974.0,0,1,396,4,4,2,192,0,0,0,0,0,2,4,8,4,133900,1,1536,16896
60,3,67.96128423040604,11075,1,0,3,0,4,1,11,2,2,0,5,5,4,1969,1969,1,0,6,6,1,232.0,3,4,1,3,3,0,0,562,3,193,29,784,1,0,1,4,1168,800,0,1968,0,2,1,4,1,3,7,3,1,3,1,1969.0,1,2,530,4,4,2,305,189,0,0,0,0,2,9,8,4,172000,4,2752,41280
90,3,35.0,9400,1,0,3,0,1,0,7,2,2,2,6,6,5,1975,1975,0,3,14,10,1,250.0,3,4,1,2,1,1,2,945,5,0,0,945,1,4,1,4,980,0,0,980,0,2,0,4,0,3,4,5,0,5,6,1977.3601659751037,3,0,0,5,5,2,0,0,0,0,0,0,4,10,8,1,127500,1,1925,23100
90,2,82.0,7136,1,0,1,0,4,0,6,2,2,2,5,6,6,1946,1950,1,0,8,8,1,423.0,3,4,1,2,3,3,4,484,5,0,495,979,1,4,0,1,979,979,0,1958,0,2,0,4,2,3,8,5,0,5,1,1946.0,2,2,492,4,4,2,0,0,0,0,0,0,4,8,8,4,145000,4,2937,46992
160,4,24.0,1300,1,3,3,0,4,0,1,2,2,4,5,6,6,1980,1980,1,0,8,8,2,0.0,3,4,1,2,3,3,0,285,5,0,276,561,1,4,1,4,561,668,0,1229,0,1,1,2,1,3,5,5,1,4,1,1980.0,0,2,462,4,4,2,150,0,0,0,0,0,0,5,8,4,124000,3,1790,23270
20,3,70.0,7420,1,3,3,0,4,0,19,2,2,0,2,5,5,1962,1962,3,0,8,8,2,0.0,3,4,1,3,3,3,4,417,5,0,640,1057,1,4,1,4,1057,0,0,1057,0,1,0,3,1,3,6,5,0,5,5,1977.0,0,2,576,4,4,2,0,0,0,0,0,0,4,4,8,4,132000,3,2114,25368
20,3,65.0,8450,1,3,3,0,4,0,5,2,2,0,2,7,5,2003,2003,1,0,12,13,2,0.0,2,4,2,2,3,2,2,699,5,0,638,1337,1,0,1,4,1337,0,0,1337,1,2,0,3,1,2,6,5,0,5,1,2003.0,1,2,531,4,4,2,0,39,0,0,0,0,4,10,8,4,185000,0,2674,40110
160,1,24.0,2572,1,3,3,0,2,0,21,2,2,3,5,7,5,1999,1999,3,0,8,8,2,0.0,2,4,2,2,3,3,0,604,5,0,92,696,1,0,1,4,696,720,0,1416,1,2,1,3,1,2,6,5,0,5,5,1999.0,2,2,484,4,4,2,0,44,0,0,0,0,4,5,8,4,155000,0,2112,33792
20,3,50.0,7207,1,0,3,0,4,0,3,2,2,0,2,5,7,1958,2008,1,0,13,10,2,0.0,3,2,1,3,3,1,1,696,5,0,162,858,1,2,1,4,858,0,0,858,1,1,0,2,1,3,4,5,0,5,6,1977.3601659751037,3,0,0,5,5,2,117,0,0,0,0,0,4,2,8,4,116500,1,1716,17160
160,3,24.0,2308,1,3,3,0,0,0,13,2,2,4,5,6,6,1976,1976,1,0,9,2,2,0.0,3,4,1,2,3,3,0,556,5,0,248,804,1,4,1,4,804,744,0,1548,1,2,1,3,1,2,7,5,1,4,5,1976.0,2,2,440,4,4,2,48,0,0,0,0,0,4,7,8,4,155000,0,2352,37632
60,3,80.0,11316,1,3,3,0,0,0,23,2,2,0,5,7,5,2002,2003,1,0,12,13,1,44.0,2,4,2,2,3,3,2,624,5,0,193,817,1,0,1,4,824,1070,0,1894,1,2,1,4,1,2,8,5,1,2,3,2002.0,0,2,510,4,4,2,0,40,0,0,0,0,4,2,8,4,214900,4,2711,48798
60,3,65.0,10237,1,3,3,0,4,0,8,6,2,0,5,6,5,2005,2007,1,0,12,13,2,0.0,2,4,2,2,3,3,5,0,5,0,783,783,1,0,1,4,783,701,0,1484,0,2,1,3,1,2,8,5,1,2,1,2005.0,0,2,393,4,4,2,0,72,0,0,0,0,4,7,6,5,178900,0,2267,38539
50,3,130.0,9600,1,0,1,0,4,0,6,2,2,0,0,5,7,1940,1950,1,0,8,8,2,0.0,2,2,0,3,0,3,4,428,5,0,300,728,1,0,1,4,976,332,0,1308,1,1,1,2,1,3,7,3,2,4,5,1940.0,2,1,256,4,4,2,0,70,0,0,0,0,4,6,8,4,160000,3,2036,28504
20,3,67.96128423040604,7390,1,0,3,0,4,0,12,2,2,0,2,5,7,1955,1955,3,0,13,14,1,151.0,3,4,1,3,3,3,0,902,5,0,196,1098,1,4,1,4,1098,0,0,1098,1,1,0,3,1,3,6,5,0,5,1,1955.0,2,1,260,4,4,2,0,0,0,0,0,0,4,7,8,4,135000,3,2196,26352
50,4,50.0,5925,1,3,3,0,4,0,17,2,2,0,0,3,6,1910,1950,1,0,12,13,2,0.0,3,4,0,3,3,3,5,0,5,0,600,600,3,1,0,4,600,368,0,968,0,1,0,2,1,3,6,5,0,5,6,1977.3601659751037,3,0,0,5,5,2,0,0,0,0,0,0,1,5,8,0,37900,1,1568,15680
190,3,75.0,10382,1,3,3,0,4,0,12,2,2,1,7,6,5,1958,1958,3,0,6,6,1,105.0,3,1,1,3,3,1,0,513,5,0,75,588,1,4,1,4,1095,0,0,1095,1,1,0,2,1,3,6,5,0,5,1,1958.0,1,1,264,4,4,2,0,0,0,0,0,0,4,3,3,4,140000,3,1683,21879
50,3,60.0,10800,1,3,3,0,4,0,12,2,2,0,0,4,4,1949,1950,1,0,0,0,2,0.0,3,4,1,3,3,3,5,0,5,0,720,720,1,4,0,0,720,472,0,1192,0,1,1,4,1,3,6,5,0,5,6,1977.3601659751037,3,0,0,5,5,2,0,0,0,0,0,0,4,12,8,0,135000,3,1912,22944
160,3,36.0,2268,1,3,3,0,4,0,16,2,2,3,5,7,5,2003,2004,1,0,12,15,3,106.0,2,4,2,2,3,3,2,567,5,0,197,764,1,0,1,4,764,862,0,1626,0,2,0,2,1,2,6,5,0,5,3,2003.0,1,2,474,4,4,2,0,27,0,0,0,0,4,7,8,4,173000,4,2390,35850
120,3,55.0,7892,1,3,3,0,4,0,20,2,2,4,2,6,5,1979,1979,1,0,9,10,2,0.0,3,4,1,2,3,3,5,0,5,0,918,918,1,4,1,4,918,0,0,918,0,2,0,2,1,3,5,5,1,4,1,1979.0,2,1,264,4,4,2,28,0,0,0,0,0,4,4,8,4,99500,1,1836,23868
160,1,67.96128423040604,2651,1,3,3,0,2,0,21,2,2,3,5,7,5,2000,2000,1,0,8,8,2,0.0,2,4,2,2,3,3,2,641,5,0,32,673,1,0,1,4,673,709,0,1382,1,2,1,3,1,2,6,5,0,5,5,2000.0,2,2,490,4,4,2,153,50,0,0,0,0,4,4,8,4,165000,0,2055,32880
30,3,51.0,5900,1,0,0,0,4,0,3,2,2,0,2,4,7,1923,1958,1,0,13,14,2,0.0,3,4,2,2,3,3,5,0,5,0,440,440,1,4,1,0,869,0,0,869,0,1,0,2,1,1,4,5,0,5,6,1977.3601659751037,3,0,0,5,5,2,0,0,0,0,0,0,4,8,8,4,85500,1,1309,11781
20,3,68.0,9450,1,3,0,0,4,1,7,2,2,0,2,4,5,1954,1954,1,0,8,8,2,0.0,3,4,1,3,3,3,3,552,5,0,342,894,1,0,1,4,894,0,0,894,0,1,0,3,1,3,5,5,0,5,5,1999.0,2,2,400,4,4,2,0,0,0,0,0,0,4,5,8,0,110000,1,1788,17880
20,3,80.0,8816,1,3,3,0,0,0,19,1,2,0,2,5,6,1963,1963,1,0,12,13,2,0.0,3,4,2,3,3,3,4,651,5,0,470,1121,1,4,1,4,1121,0,0,1121,1,1,0,3,1,3,5,5,0,5,5,1963.0,2,2,480,4,4,2,0,80,0,0,0,0,2,6,8,4,139000,3,2242,24662
85,3,67.96128423040604,12122,1,0,3,0,0,0,12,2,2,0,6,7,9,1961,2007,1,0,5,5,3,210.0,0,4,1,3,3,0,0,867,5,0,77,944,1,2,1,4,999,0,0,999,1,1,0,3,1,0,6,5,0,5,1,1961.0,1,2,588,4,4,2,144,76,0,0,0,0,4,7,8,4,178400,1,1943,27202
20,3,43.0,3182,1,3,3,0,4,0,0,2,2,0,2,7,5,2007,2007,1,0,12,13,1,16.0,2,4,2,2,3,0,5,0,5,0,1266,1266,1,0,1,4,1266,0,0,1266,0,2,0,2,1,2,6,5,1,2,1,2007.0,0,2,388,4,4,2,100,16,0,0,0,0,4,3,8,4,159895,3,2532,37980
60,3,67.96128423040604,11250,1,3,3,0,0,0,5,2,2,0,5,8,5,2002,2002,1,0,5,5,2,0.0,2,4,2,2,3,2,5,0,5,0,1128,1128,1,0,1,4,1149,1141,0,2290,0,2,1,4,1,2,9,5,1,2,1,2002.0,2,2,779,4,4,2,0,0,0,0,0,0,4,5,8,4,255900,2,3418,68360
90,3,75.0,10125,1,3,3,0,4,0,11,2,2,2,0,5,5,1977,1977,1,0,9,10,2,0.0,3,4,1,4,4,4,6,0,6,0,0,0,1,4,1,4,1302,432,0,1734,0,2,0,4,2,2,8,5,0,5,1,1977.0,2,2,539,4,4,2,0,0,0,0,0,0,4,8,0,4,126000,4,1734,26010
190,3,68.0,10880,1,3,3,0,4,0,7,2,2,1,2,5,5,1950,1950,1,0,8,8,2,0.0,3,4,1,3,3,3,0,1040,5,0,124,1164,2,4,0,4,1164,0,0,1164,1,1,0,3,1,3,5,5,0,5,5,1950.0,2,1,240,4,4,2,0,48,0,0,0,0,4,8,3,4,125000,3,2328,25608
50,4,59.0,5310,1,3,3,0,0,0,17,1,2,0,0,6,8,1910,2003,3,0,12,13,2,0.0,3,2,1,3,0,3,5,0,5,0,485,485,1,2,1,4,1001,634,0,1635,0,1,0,2,1,2,5,5,0,5,1,1950.0,2,1,255,1,4,2,394,0,0,0,0,0,4,6,8,4,117000,4,2120,25440
60,3,67.96128423040604,12046,1,0,3,0,4,0,14,2,2,0,5,6,6,1976,1976,1,0,9,10,1,298.0,3,4,1,3,3,3,3,156,5,0,692,848,1,4,1,4,1118,912,0,2030,0,2,1,4,1,2,8,5,1,4,1,1976.0,0,2,551,4,4,2,0,224,0,0,0,0,4,6,8,4,195000,2,2878,48926
60,1,65.0,8125,1,3,3,0,4,0,21,2,2,0,5,7,5,2006,2006,1,0,12,13,2,0.0,2,4,2,2,1,3,5,0,5,0,770,770,1,0,1,4,778,798,0,1576,0,2,1,3,1,2,6,5,0,5,1,2006.0,1,2,614,4,4,2,0,50,0,0,0,0,4,8,6,5,197000,0,2346,37536
60,3,82.0,9452,1,3,3,0,4,0,15,2,2,0,5,8,5,1997,1998,1,0,12,13,1,423.0,2,4,2,2,3,3,2,1074,5,0,322,1396,1,0,1,4,1407,985,0,2392,1,2,1,3,1,2,7,5,1,4,1,1997.0,0,3,870,4,4,2,0,70,0,0,0,0,4,6,8,4,348000,2,3788,68184
70,4,121.0,17671,1,3,3,0,0,0,17,0,2,0,5,8,9,1882,1986,1,0,13,14,2,0.0,2,2,0,3,3,3,1,216,5,0,700,916,1,2,1,4,916,826,0,1742,0,1,1,4,1,2,8,5,1,2,1,1925.0,2,2,424,4,4,1,0,169,0,0,0,0,4,11,8,4,168000,4,2658,47844
60,3,80.0,9760,1,3,3,0,4,1,12,2,2,0,5,6,8,1964,1993,3,0,13,14,1,340.0,3,4,1,3,3,1,1,536,4,117,169,822,1,2,1,4,1020,831,0,1851,0,2,1,3,1,2,7,5,1,1,1,1964.0,1,2,440,4,4,2,239,42,0,0,0,0,3,7,8,4,187000,4,2673,42768
60,3,68.0,8846,1,3,3,0,4,0,5,2,2,0,5,6,5,2005,2006,1,0,12,13,2,0.0,3,4,2,2,3,3,5,0,5,0,750,750,1,0,1,4,750,750,0,1500,0,2,1,3,1,2,6,5,0,5,1,2005.0,1,2,564,4,4,2,0,35,0,0,0,0,4,8,6,5,173900,0,2250,33750
20,3,96.0,12456,1,3,3,0,2,0,16,2,2,0,2,10,5,2006,2007,3,0,5,5,3,230.0,0,4,2,0,3,1,2,1172,5,0,528,1700,1,0,1,4,1718,0,0,1718,1,2,0,3,1,0,7,5,1,2,1,2008.0,0,3,786,4,4,2,216,48,0,0,0,0,4,7,8,4,337500,4,3418,64942
50,3,51.0,4712,1,0,3,0,4,1,3,1,2,0,0,4,7,1946,1950,1,0,8,8,2,0.0,3,4,1,3,3,3,0,384,5,0,363,747,1,4,1,4,774,456,0,1230,1,1,1,3,1,3,5,5,0,5,5,1946.0,2,1,305,4,4,2,0,57,0,0,63,0,2,8,8,0,121600,3,1977,21747
20,3,67.96128423040604,11717,1,0,3,0,4,0,14,3,2,0,2,6,6,1970,1970,3,0,6,6,1,571.0,3,4,1,3,3,3,5,0,5,0,1442,1442,1,4,1,4,1442,0,0,1442,0,2,0,2,1,3,6,5,1,4,1,1970.0,1,2,615,4,4,2,371,0,0,0,0,0,4,2,8,4,185000,0,2884,40376
30,4,60.0,9786,1,3,3,0,4,0,9,2,2,0,2,3,4,1922,1950,3,0,13,14,2,0.0,3,4,0,3,0,3,5,0,5,0,1007,1007,1,1,0,4,1077,0,0,1077,0,1,0,3,1,3,6,5,1,2,5,1922.0,2,1,210,4,1,1,0,100,48,0,0,0,4,5,8,4,91000,3,2084,20840
20,3,64.0,6762,1,3,3,0,4,0,5,2,2,0,2,7,5,2006,2006,1,0,12,13,3,24.0,2,4,2,2,3,0,2,686,5,0,501,1187,1,0,1,4,1208,0,0,1208,1,2,0,2,1,2,6,5,0,5,1,2006.0,1,2,632,4,4,2,105,61,0,0,0,0,4,2,8,4,206000,3,2395,35925
20,3,74.0,10206,1,3,3,0,0,0,7,2,2,0,2,3,3,1952,1952,0,3,2,2,2,0.0,3,4,3,4,4,4,6,0,6,0,0,0,2,1,0,1,944,0,0,944,0,1,0,2,1,1,4,2,0,5,5,1956.0,2,2,528,4,1,2,0,0,0,0,0,0,4,7,8,4,82000,1,944,7552
30,3,60.0,5400,1,3,3,0,0,0,17,2,2,0,2,5,6,1920,1950,1,0,13,14,2,0.0,3,4,0,1,3,3,5,0,5,0,691,691,1,0,1,0,691,0,0,691,0,1,0,2,1,0,4,5,0,5,5,1920.0,2,1,216,1,4,0,0,20,94,0,0,0,4,1,8,0,86000,1,1382,13820
20,3,75.0,11957,1,0,3,0,4,0,21,6,2,0,2,8,5,2006,2006,1,0,12,13,1,53.0,2,4,2,2,3,3,2,24,5,0,1550,1574,1,0,1,4,1574,0,0,1574,0,2,0,3,1,2,7,5,1,2,1,2006.0,1,3,824,4,4,2,144,104,0,0,0,0,4,7,8,4,232000,0,3148,53516
90,3,67.96128423040604,11500,1,0,3,0,0,0,14,1,4,2,2,5,6,1976,1976,1,0,12,13,1,164.0,3,4,1,3,3,3,5,0,5,0,1680,1680,1,1,1,4,1680,0,0,1680,0,2,0,4,2,3,8,5,0,5,5,1976.0,2,2,528,4,4,2,0,0,0,0,0,0,4,6,8,4,136905,4,3360,50400
120,3,43.0,3182,1,3,3,0,4,0,0,2,2,4,2,7,5,2005,2006,1,0,12,13,1,16.0,2,4,2,2,3,3,2,16,5,0,1330,1346,1,0,1,4,1504,0,0,1504,0,2,0,1,1,2,7,5,1,2,1,2005.0,0,2,457,4,4,2,156,0,0,0,0,0,4,5,8,4,181000,0,2850,45600
